noise_amp,Ez_off,Et_off,Ez_on,Et_on,ratio_off,ratio_on,turb_suppression,zonal_amplification,tau_E_off,tau_E_on,tau_E_gain,dom_mode_off,dom_mode_signal_off,dom_mode_on,dom_mode_signal_on
0.05,0.0219280834911059,1.5173723697438497,26.435294627385336,2315.2809264732423,0.0144513528309423,0.0114177481985535,-1524.8488770706715,1204.5451465652693,2079.515078354136,596510.0172772087,286.8505371691392,3,231.93130749255528,28,2129.1049927720724
0.1,0.0474271706425456,2.927488826380779,26.412488008019928,2312.491333558328,0.0162006325063119,0.0114216592402869,-788.9231972189782,555.9062554149097,1868.0243344696516,150098.72728019848,80.35159098867561,3,927.7252387496012,28,2657.2725206736795
0.2,0.1494766962554752,8.562263929191243,26.076417922600115,2279.0332288141835,0.0174576137212785,0.0114418770173737,-265.1718031190364,173.45139326506558,1814.994466879779,38078.88489919608,20.980165831942625,3,3710.900972557355,28,4776.047020968789
0.4,0.5577811527215352,31.0899828929586,26.46043893882573,2299.7332242784473,0.0179408639317021,0.0115058732288949,-72.97023125410688,46.438746916551544,1801.658409173975,10915.567483740386,6.0586221162450835,3,14843.603925347552,3,14843.602322317764
0.6,1.2383594828411952,68.62859353425449,27.100975175841977,2333.228162049081,0.0180443663357763,0.0116152271846579,-32.9979014852529,20.88457838885582,1799.1654826926908,5838.922489657519,3.2453504393152266,3,33398.10885837054,3,33398.10635914684
0.8,2.1912116866144573,121.178095853079,28.023572614464573,2382.326247358678,0.0180825723592087,0.0117631129009029,-18.659710202469952,11.78907591888155,1798.2850993434222,4067.20156632102,2.26171120908804,3,59374.415771626336,3,59374.41337144302
