slew_rate,steps_to_full_range,E_phi_mean,E_zonal_mean,E_turb_mean,Ez_over_Et,tau_E_proxy
instant,1.0,11086.861816089338,1186.8329838456075,20455.050326656223,0.0580215137529616,69292.88635012526
5.0,3.3,10054.148386010023,1066.3086396941826,18473.427749668914,0.0577212120102233,62838.427412169905
1.0,16.7,6992.078365207925,715.4831034306352,12647.572913651507,0.0565707830518501,43700.4897822764
0.2,83.3,4119.051078110757,709.1742909736014,12510.291352098224,0.0566872721836856,25744.069238031323
0.05,333.3,4107.713165687154,831.7241760831562,14349.460707035136,0.0579620511923061,25673.20728538425
0.01,1666.7,2454.6891515390835,28.448412760633783,791.0790314154427,0.035961530556223,15341.80719702338
